Job ID,Job Title,Department,Location,Open Date,Close Date,Applications Received,Interviews Conducted,Offers Extended,Offers Accepted,Cost-per-Hire,Source,Status,Candidate Name,Hiring Manager
JOB-10524,HR Manager,Data,Tokyo,2023-09-11,,88,15,0,0,0.0,Job Board,Open,,Chris Lee
JOB-10525,Sales Executive,Sales,Sydney,2023-03-06,2023-04-17,128,20,16,9,11903.86,LinkedIn,Filled,Candidate-10525,Taylor Davis
JOB-10526,Data Scientist,HR,London,2024-05-07,2024-07-22,182,28,28,16,8185.94,Recruiter,Filled,Candidate-10526,John Smith
JOB-10527,Data Scientist,HR,Sydney,2024-11-22,,181,1,1,0,0.0,LinkedIn,Closed,,Chris Lee
JOB-10528,Product Manager,Sales,London,2023-04-19,2023-04-28,29,4,2,0,0.0,Company Website,Closed,,Chris Lee
JOB-10529,Marketing Manager,Sales,San Francisco,2023-10-28,2023-12-20,167,1,0,0,0.0,Recruiter,Open,,John Smith
JOB-10530,Software Engineer,Engineering,London,2023-04-02,2023-04-07,67,9,8,2,8975.78,Job Board,Filled,Candidate-10530,Chris Lee
JOB-10531,Product Manager,HR,New York,2024-02-16,2024-03-01,64,1,1,1,13566.15,Referral,Filled,Candidate-10531,Morgan Brown
JOB-10532,Sales Executive,Marketing,Berlin,2023-10-25,2023-12-24,35,7,0,0,0.0,Recruiter,Filled,,John Smith
JOB-10533,Data Scientist,Data,Berlin,2024-02-26,2024-03-19,137,23,1,1,7352.74,Recruiter,Filled,Candidate-10533,Taylor Davis
JOB-10534,HR Manager,Product,London,2024-12-09,2024-12-14,93,9,8,3,7430.63,Referral,Filled,Candidate-10534,Chris Lee
JOB-10535,Sales Executive,Marketing,Sydney,2023-02-14,2023-03-29,137,25,13,4,1843.92,Recruiter,Filled,Candidate-10535,John Smith
JOB-10536,Marketing Manager,Marketing,London,2023-09-28,,151,26,7,3,11287.33,Company Website,Filled,Candidate-10536,Morgan Brown
JOB-10537,Data Scientist,Engineering,London,2024-11-25,,20,4,2,1,10394.21,Company Website,Filled,Candidate-10537,Jane Doe
JOB-10538,Data Scientist,Engineering,San Francisco,2023-09-25,2023-12-20,82,8,8,5,4524.05,Company Website,Filled,Candidate-10538,Taylor Davis
JOB-10539,Software Engineer,Marketing,Berlin,2023-02-03,2023-02-11,104,15,7,5,8619.38,Referral,Filled,Candidate-10539,Alex Johnson
JOB-10540,Product Manager,Product,Tokyo,2023-05-07,,113,4,2,1,1632.3,Recruiter,Filled,Candidate-10540,Jane Doe
JOB-10541,HR Manager,Data,Tokyo,2023-01-08,2023-02-03,160,2,0,0,0.0,Recruiter,Filled,,John Smith
JOB-10542,Data Scientist,Product,London,2024-07-09,2024-07-26,15,3,1,0,0.0,Recruiter,Filled,,Morgan Brown
JOB-10543,Software Engineer,Marketing,San Francisco,2023-06-24,2023-08-13,85,6,4,3,11663.29,Referral,Filled,Candidate-10543,Taylor Davis
JOB-10544,Marketing Manager,Product,London,2024-09-16,2024-10-28,133,25,12,10,13620.94,Company Website,Filled,Candidate-10544,Taylor Davis
JOB-10545,Software Engineer,Product,San Francisco,2023-12-06,2024-02-11,166,16,9,7,1739.46,Company Website,Filled,Candidate-10545,Alex Johnson
JOB-10546,Software Engineer,Data,London,2023-03-17,2023-05-17,165,20,5,2,5651.57,Recruiter,Filled,Candidate-10546,Jane Doe
JOB-10547,Software Engineer,Data,New York,2023-03-30,2023-05-18,53,3,2,0,0.0,Job Board,Closed,,Chris Lee
JOB-10548,Software Engineer,Product,San Francisco,2024-05-21,2024-07-13,72,12,6,3,14169.34,Recruiter,Filled,Candidate-10548,Chris Lee
JOB-10549,Software Engineer,Sales,Tokyo,2024-08-21,,100,2,2,0,0.0,Recruiter,Closed,,Chris Lee
JOB-10550,Data Scientist,Engineering,Berlin,2024-03-06,2024-04-05,112,18,4,1,3318.8,Recruiter,Filled,Candidate-10550,Taylor Davis
JOB-10551,Sales Executive,HR,Tokyo,2023-07-16,2023-09-08,158,16,1,0,0.0,Company Website,Closed,,Alex Johnson
JOB-10552,Marketing Manager,Sales,Tokyo,2023-03-07,2023-04-27,54,9,5,4,1416.09,Company Website,Filled,Candidate-10552,Chris Lee
JOB-10553,Product Manager,Sales,London,2023-11-21,2023-12-03,24,3,1,1,9995.58,Company Website,Filled,Candidate-10553,John Smith
JOB-10554,Product Manager,HR,New York,2023-08-15,2023-08-20,95,5,5,4,12048.44,LinkedIn,Filled,Candidate-10554,Morgan Brown
JOB-10555,Software Engineer,Product,London,2024-07-02,2024-07-29,169,29,0,0,0.0,LinkedIn,Closed,,Morgan Brown
JOB-10556,Software Engineer,Sales,Berlin,2023-08-07,2023-10-05,50,2,0,0,0.0,Job Board,Open,,Chris Lee
JOB-10557,Software Engineer,Marketing,Berlin,2024-09-01,2024-09-15,100,13,10,0,0.0,Referral,Closed,,Morgan Brown
JOB-10558,Sales Executive,HR,San Francisco,2023-12-06,2024-02-01,154,2,2,0,0.0,LinkedIn,Closed,,Morgan Brown
JOB-10559,Sales Executive,Marketing,Berlin,2024-01-05,2024-02-14,31,1,1,1,5662.39,Company Website,Filled,Candidate-10559,Jane Doe
JOB-10560,Marketing Manager,Data,Tokyo,2024-03-30,2024-05-01,56,4,2,1,9615.39,LinkedIn,Filled,Candidate-10560,Taylor Davis
JOB-10561,Software Engineer,HR,New York,2023-02-07,2023-05-03,114,9,5,3,14215.6,Recruiter,Filled,Candidate-10561,Jane Doe
JOB-10562,Software Engineer,Data,San Francisco,2023-03-25,,168,19,6,3,9580.72,Company Website,Filled,Candidate-10562,Jane Doe
JOB-10563,HR Manager,Engineering,London,2024-02-24,2024-05-05,135,17,4,3,10168.06,Recruiter,Filled,Candidate-10563,Chris Lee
JOB-10564,Data Scientist,Product,Tokyo,2024-11-27,2025-01-16,188,36,11,3,10687.8,Job Board,Filled,Candidate-10564,John Smith
JOB-10565,HR Manager,Data,Berlin,2024-04-10,2024-07-04,140,20,5,4,3741.18,Recruiter,Filled,Candidate-10565,John Smith
JOB-10566,Data Scientist,Sales,Tokyo,2023-11-19,2023-12-24,35,6,0,0,0.0,Referral,Closed,,Morgan Brown
JOB-10567,Product Manager,Engineering,San Francisco,2023-05-13,2023-07-19,154,13,12,10,10128.06,Recruiter,Filled,Candidate-10567,John Smith
JOB-10568,HR Manager,Sales,New York,2024-01-30,2024-03-08,113,20,9,8,7781.35,LinkedIn,Filled,Candidate-10568,John Smith
JOB-10569,Data Scientist,Product,Berlin,2024-04-04,2024-06-17,106,5,3,3,5164.4,Referral,Filled,Candidate-10569,Chris Lee
JOB-10570,HR Manager,Product,Tokyo,2023-08-15,2023-11-09,115,5,0,0,0.0,Referral,Filled,,Jane Doe
JOB-10571,Marketing Manager,Product,Tokyo,2023-03-20,2023-04-07,108,3,1,1,6823.51,LinkedIn,Filled,Candidate-10571,Morgan Brown
JOB-10572,Data Scientist,Data,Tokyo,2023-06-27,2023-08-16,128,13,4,4,3325.43,Job Board,Filled,Candidate-10572,Morgan Brown
JOB-10573,Data Scientist,Engineering,Berlin,2024-03-29,2024-05-04,149,12,7,3,6041.94,Recruiter,Filled,Candidate-10573,Taylor Davis
JOB-10574,Product Manager,Engineering,London,2023-08-16,2023-10-30,178,28,24,10,6012.04,LinkedIn,Filled,Candidate-10574,John Smith
JOB-10575,HR Manager,Engineering,New York,2024-03-19,2024-06-05,83,9,9,4,2626.12,LinkedIn,Filled,Candidate-10575,Jane Doe
JOB-10576,Product Manager,Sales,San Francisco,2024-04-17,2024-06-15,35,2,2,2,11058.94,Recruiter,Filled,Candidate-10576,Jane Doe
JOB-10577,Data Scientist,HR,London,2023-08-06,,180,27,22,5,6510.44,LinkedIn,Filled,Candidate-10577,Jane Doe
JOB-10578,Software Engineer,Product,Berlin,2024-08-16,,197,29,12,4,7490.76,Company Website,Filled,Candidate-10578,Jane Doe
JOB-10579,Marketing Manager,Data,London,2023-12-21,2024-02-03,111,14,3,0,0.0,Recruiter,Closed,,Morgan Brown
JOB-10580,Data Scientist,Engineering,Sydney,2024-12-14,,47,2,1,0,0.0,Job Board,Open,,Alex Johnson
JOB-10581,Product Manager,Marketing,San Francisco,2024-12-14,2025-02-03,13,1,0,0,0.0,Job Board,Open,,Alex Johnson
JOB-10582,Product Manager,Engineering,San Francisco,2023-08-24,,171,12,4,2,7592.98,Recruiter,Filled,Candidate-10582,Jane Doe
JOB-10583,Data Scientist,HR,Tokyo,2023-09-11,2023-11-23,111,7,2,2,12687.84,Recruiter,Filled,Candidate-10583,Alex Johnson
JOB-10584,Data Scientist,Product,Sydney,2024-08-09,2024-10-11,197,12,1,0,0.0,LinkedIn,Open,,Jane Doe
JOB-10585,Software Engineer,Sales,New York,2023-11-28,2024-01-23,158,25,11,0,0.0,LinkedIn,Open,,Morgan Brown
JOB-10586,Marketing Manager,HR,Tokyo,2023-11-07,2024-01-20,132,8,7,5,7008.8,LinkedIn,Filled,Candidate-10586,Chris Lee
JOB-10587,Sales Executive,Engineering,London,2024-12-17,,172,30,20,11,4539.97,Company Website,Filled,Candidate-10587,Alex Johnson
JOB-10588,Software Engineer,Engineering,Sydney,2023-11-09,,175,9,5,2,4101.37,Company Website,Filled,Candidate-10588,Jane Doe
JOB-10589,Product Manager,Engineering,Tokyo,2023-06-27,2023-08-22,161,4,1,1,8663.18,LinkedIn,Filled,Candidate-10589,Chris Lee
JOB-10590,HR Manager,HR,San Francisco,2023-01-28,2023-03-02,55,8,1,1,3975.14,Job Board,Filled,Candidate-10590,Jane Doe
JOB-10591,HR Manager,Product,Sydney,2023-01-09,2023-04-07,20,4,0,0,0.0,Referral,Open,,Morgan Brown
JOB-10592,HR Manager,HR,New York,2023-08-07,2023-08-24,179,5,3,1,8605.74,Job Board,Filled,Candidate-10592,Taylor Davis
JOB-10593,Marketing Manager,Product,London,2024-10-28,2024-11-27,34,3,2,2,9575.4,Job Board,Filled,Candidate-10593,John Smith
JOB-10594,Product Manager,Engineering,Tokyo,2024-01-29,,17,2,2,2,11834.01,Company Website,Filled,Candidate-10594,Chris Lee
JOB-10595,Data Scientist,Sales,New York,2024-09-19,2024-11-05,22,3,1,1,1974.57,Job Board,Filled,Candidate-10595,Morgan Brown
JOB-10596,Software Engineer,Marketing,Berlin,2023-08-31,,174,30,27,18,1945.67,Job Board,Filled,Candidate-10596,Morgan Brown
JOB-10597,Product Manager,Data,London,2024-05-10,2024-06-28,32,2,2,2,11045.09,Referral,Filled,Candidate-10597,Alex Johnson
JOB-10598,Product Manager,Data,Tokyo,2023-08-28,2023-10-13,77,13,6,1,14986.05,Company Website,Filled,Candidate-10598,Taylor Davis
JOB-10599,HR Manager,Product,Berlin,2023-11-21,2023-12-07,128,6,0,0,0.0,Referral,Open,,Jane Doe
JOB-10600,Software Engineer,Data,New York,2023-11-27,2024-01-16,164,19,4,0,0.0,Referral,Open,,John Smith
JOB-10601,HR Manager,HR,Sydney,2024-08-17,2024-09-19,59,3,0,0,0.0,LinkedIn,Filled,,John Smith
JOB-10602,Software Engineer,Marketing,Berlin,2024-10-20,2024-11-18,49,2,0,0,0.0,Job Board,Open,,John Smith
JOB-10603,Product Manager,Marketing,San Francisco,2023-11-10,2023-11-24,81,4,3,0,0.0,Company Website,Filled,,Jane Doe
JOB-10604,Marketing Manager,Data,San Francisco,2024-10-28,2024-11-30,167,9,5,1,6162.41,Recruiter,Filled,Candidate-10604,John Smith
JOB-10605,HR Manager,Engineering,Tokyo,2023-06-21,2023-07-20,117,12,8,4,2601.16,LinkedIn,Filled,Candidate-10605,Chris Lee
JOB-10606,Product Manager,Data,Tokyo,2024-10-01,,179,5,5,3,11890.76,Job Board,Filled,Candidate-10606,Chris Lee
JOB-10607,Software Engineer,Engineering,Berlin,2023-03-30,2023-04-21,52,4,1,0,0.0,Company Website,Filled,,Morgan Brown
JOB-10608,Sales Executive,Product,New York,2024-11-23,,61,3,3,0,0.0,Referral,Closed,,Taylor Davis
JOB-10609,Sales Executive,Data,Berlin,2024-02-22,2024-03-12,110,2,0,0,0.0,LinkedIn,Open,,Morgan Brown
JOB-10610,Marketing Manager,HR,Tokyo,2024-05-02,2024-07-01,44,6,3,2,3679.32,LinkedIn,Filled,Candidate-10610,Jane Doe
JOB-10611,Sales Executive,Product,San Francisco,2024-11-12,2024-12-21,14,2,1,0,0.0,Referral,Closed,,John Smith
JOB-10612,HR Manager,Sales,Tokyo,2024-10-26,,134,3,1,0,0.0,LinkedIn,Closed,,John Smith
JOB-10613,Product Manager,Sales,New York,2024-07-10,,62,9,6,5,1553.61,Referral,Filled,Candidate-10613,Jane Doe
JOB-10614,Marketing Manager,Engineering,New York,2024-08-07,,15,2,2,1,11463.69,Referral,Filled,Candidate-10614,Chris Lee
JOB-10615,Data Scientist,Sales,London,2023-03-02,2023-05-01,87,17,3,3,4829.75,LinkedIn,Filled,Candidate-10615,Alex Johnson
JOB-10616,HR Manager,HR,Sydney,2024-10-15,,151,12,2,0,0.0,Job Board,Open,,Morgan Brown
JOB-10617,Software Engineer,Engineering,Berlin,2024-02-14,2024-03-28,131,11,9,3,11287.13,Company Website,Filled,Candidate-10617,Chris Lee
JOB-10618,Marketing Manager,HR,London,2024-04-12,,102,19,12,12,2974.41,LinkedIn,Filled,Candidate-10618,Taylor Davis
JOB-10619,Software Engineer,Product,Berlin,2024-05-05,,182,32,10,6,11122.03,Job Board,Filled,Candidate-10619,Jane Doe
JOB-10620,Product Manager,Sales,San Francisco,2024-05-11,,18,2,2,1,8568.65,LinkedIn,Filled,Candidate-10620,Morgan Brown
JOB-10621,Data Scientist,HR,Sydney,2023-02-06,,98,12,5,0,0.0,LinkedIn,Closed,,Taylor Davis
JOB-10622,Product Manager,Data,Tokyo,2023-11-17,2024-02-10,167,13,4,4,6277.52,Referral,Filled,Candidate-10622,Taylor Davis
JOB-10623,HR Manager,Marketing,Berlin,2024-09-24,2024-10-30,80,4,3,1,2502.31,LinkedIn,Filled,Candidate-10623,Alex Johnson
JOB-10624,Sales Executive,HR,Sydney,2024-09-13,,11,1,1,1,3290.12,Referral,Filled,Candidate-10624,John Smith
JOB-10625,Sales Executive,Marketing,London,2023-05-04,2023-06-17,65,7,2,1,11982.04,LinkedIn,Filled,Candidate-10625,Jane Doe
JOB-10626,Software Engineer,Data,Berlin,2023-04-15,2023-07-05,193,6,6,4,3807.09,Job Board,Filled,Candidate-10626,Chris Lee
JOB-10627,Sales Executive,Sales,London,2024-08-22,2024-10-17,113,21,2,0,0.0,LinkedIn,Filled,,Alex Johnson
JOB-10628,Marketing Manager,HR,Tokyo,2023-04-21,,152,11,1,0,0.0,Recruiter,Closed,,Chris Lee
JOB-10629,Marketing Manager,HR,Sydney,2023-10-15,2023-12-10,132,4,0,0,0.0,LinkedIn,Closed,,John Smith
JOB-10630,Marketing Manager,Engineering,London,2023-11-24,2024-02-01,33,3,3,2,11544.07,Company Website,Filled,Candidate-10630,Chris Lee
JOB-10631,Marketing Manager,Marketing,New York,2023-12-06,,198,14,10,2,6962.85,Job Board,Filled,Candidate-10631,Chris Lee
JOB-10632,Sales Executive,Data,San Francisco,2024-01-27,2024-03-10,11,1,0,0,0.0,LinkedIn,Closed,,Chris Lee
JOB-10633,Data Scientist,Product,Berlin,2024-12-29,2025-01-22,10,1,0,0,0.0,Recruiter,Open,,Morgan Brown
JOB-10634,Marketing Manager,Product,London,2024-09-07,2024-10-31,102,19,4,4,12096.6,Company Website,Filled,Candidate-10634,Chris Lee
JOB-10635,Software Engineer,Product,Sydney,2024-09-05,2024-10-04,165,29,13,8,14525.27,Referral,Filled,Candidate-10635,Chris Lee
JOB-10636,Product Manager,Sales,London,2023-05-06,,98,4,3,1,1134.17,Company Website,Filled,Candidate-10636,Taylor Davis
JOB-10637,Software Engineer,HR,Tokyo,2024-12-09,2025-01-28,67,6,5,3,4425.46,Job Board,Filled,Candidate-10637,John Smith
JOB-10638,Sales Executive,Sales,Sydney,2024-10-22,,57,7,5,0,0.0,LinkedIn,Filled,,John Smith
JOB-10639,Sales Executive,Marketing,Tokyo,2023-02-27,2023-04-13,153,22,19,10,9734.0,Company Website,Filled,Candidate-10639,Jane Doe
JOB-10640,Marketing Manager,Product,London,2023-07-12,2023-10-06,56,2,1,1,7301.56,LinkedIn,Filled,Candidate-10640,John Smith
JOB-10641,Marketing Manager,Sales,San Francisco,2024-06-12,2024-08-08,64,10,0,0,0.0,LinkedIn,Open,,Chris Lee
JOB-10642,Marketing Manager,HR,London,2024-04-18,2024-06-27,53,2,0,0,0.0,Company Website,Filled,,Morgan Brown
JOB-10643,Marketing Manager,HR,Berlin,2023-11-17,2023-12-18,20,1,1,1,1585.55,Recruiter,Filled,Candidate-10643,Taylor Davis
JOB-10644,Data Scientist,Product,London,2024-04-27,2024-06-26,91,6,5,1,11925.39,Job Board,Filled,Candidate-10644,John Smith
JOB-10645,Sales Executive,Engineering,San Francisco,2024-11-26,2024-12-16,67,4,1,0,0.0,Company Website,Closed,,Chris Lee
JOB-10646,HR Manager,Engineering,New York,2023-10-08,2024-01-05,97,18,15,3,12311.91,LinkedIn,Filled,Candidate-10646,Jane Doe
JOB-10647,Sales Executive,Marketing,San Francisco,2023-07-22,2023-09-30,118,18,13,11,13608.07,Referral,Filled,Candidate-10647,Jane Doe
JOB-10648,Product Manager,Product,Tokyo,2023-03-03,2023-05-27,84,3,3,2,1770.41,Company Website,Filled,Candidate-10648,John Smith
JOB-10649,Marketing Manager,Product,San Francisco,2024-05-01,2024-05-30,55,3,2,1,12155.79,Job Board,Filled,Candidate-10649,Morgan Brown
JOB-10650,Marketing Manager,Engineering,New York,2024-01-25,2024-03-22,107,13,7,0,0.0,Referral,Open,,Alex Johnson
JOB-10651,Marketing Manager,HR,New York,2024-07-23,2024-09-17,142,20,4,3,5818.65,Recruiter,Filled,Candidate-10651,Morgan Brown
JOB-10652,Product Manager,Engineering,Berlin,2023-06-19,2023-08-04,44,1,0,0,0.0,Company Website,Closed,,John Smith
JOB-10653,Sales Executive,Engineering,Sydney,2023-06-30,,139,27,20,13,13657.83,Recruiter,Filled,Candidate-10653,Morgan Brown
JOB-10654,Sales Executive,Data,Berlin,2023-09-23,,182,4,1,0,0.0,Company Website,Open,,John Smith
JOB-10655,HR Manager,Marketing,Sydney,2023-03-30,,71,4,3,2,7507.35,Job Board,Filled,Candidate-10655,Jane Doe
JOB-10656,Data Scientist,Product,San Francisco,2023-08-18,2023-11-08,50,9,2,2,10292.71,Job Board,Filled,Candidate-10656,Alex Johnson
JOB-10657,Sales Executive,Product,Sydney,2023-07-15,2023-09-09,24,2,0,0,0.0,Referral,Filled,,Morgan Brown
JOB-10658,Software Engineer,Data,Sydney,2023-10-13,2023-11-13,199,21,5,4,9184.44,Company Website,Filled,Candidate-10658,Morgan Brown
JOB-10659,Sales Executive,Sales,London,2024-01-15,2024-02-02,62,3,2,0,0.0,Job Board,Filled,,Chris Lee
JOB-10660,Product Manager,HR,New York,2024-02-12,2024-03-15,19,3,1,0,0.0,Company Website,Open,,Jane Doe
JOB-10661,Software Engineer,HR,Tokyo,2024-12-25,2025-03-24,30,6,4,1,6542.18,Referral,Filled,Candidate-10661,Taylor Davis
JOB-10662,Sales Executive,Product,Tokyo,2024-12-22,,66,2,0,0,0.0,Job Board,Filled,,Morgan Brown
JOB-10663,Sales Executive,Sales,Berlin,2023-12-04,2024-02-22,125,14,12,7,14000.83,Recruiter,Filled,Candidate-10663,John Smith
JOB-10664,Software Engineer,HR,San Francisco,2023-02-01,2023-03-31,83,13,13,0,0.0,LinkedIn,Filled,,Taylor Davis
JOB-10665,Sales Executive,HR,Berlin,2024-04-15,2024-06-04,114,9,4,4,4704.01,Recruiter,Filled,Candidate-10665,Chris Lee
JOB-10666,Marketing Manager,Marketing,Tokyo,2024-09-20,2024-11-11,138,22,16,13,1787.32,Recruiter,Filled,Candidate-10666,Taylor Davis
JOB-10667,Marketing Manager,HR,Tokyo,2023-02-17,2023-03-28,183,24,20,8,13482.11,Company Website,Filled,Candidate-10667,John Smith
JOB-10668,Sales Executive,HR,London,2024-06-25,2024-08-30,81,11,1,1,6721.22,LinkedIn,Filled,Candidate-10668,Taylor Davis
JOB-10669,Marketing Manager,Engineering,Tokyo,2024-05-20,2024-07-27,90,7,7,3,8465.02,Job Board,Filled,Candidate-10669,Alex Johnson
JOB-10670,Marketing Manager,Engineering,Sydney,2024-12-10,2025-02-11,151,13,10,4,8536.49,LinkedIn,Filled,Candidate-10670,Chris Lee
JOB-10671,Data Scientist,HR,Sydney,2024-07-08,2024-08-11,196,36,24,18,1959.96,LinkedIn,Filled,Candidate-10671,Alex Johnson
JOB-10672,HR Manager,Sales,Berlin,2023-10-29,2023-12-06,200,20,2,0,0.0,Referral,Open,,Jane Doe
JOB-10673,HR Manager,HR,Berlin,2024-03-10,2024-05-28,32,4,3,1,13030.06,Referral,Filled,Candidate-10673,Jane Doe
JOB-10674,Sales Executive,HR,Berlin,2023-06-15,2023-07-20,163,31,15,2,13592.19,LinkedIn,Filled,Candidate-10674,John Smith
JOB-10675,Product Manager,Engineering,San Francisco,2023-09-06,2023-09-21,141,10,4,3,7310.61,Referral,Filled,Candidate-10675,Jane Doe
JOB-10676,Data Scientist,Product,New York,2023-10-29,2023-11-15,41,3,2,0,0.0,Company Website,Filled,,Taylor Davis
JOB-10677,HR Manager,Sales,New York,2023-10-03,2023-10-11,175,19,18,5,10290.91,Referral,Filled,Candidate-10677,Chris Lee
JOB-10678,Software Engineer,HR,Tokyo,2024-12-28,2025-01-05,89,4,1,0,0.0,Company Website,Filled,,Morgan Brown
JOB-10679,Software Engineer,Engineering,London,2023-07-14,2023-08-30,95,2,2,2,5657.18,Referral,Filled,Candidate-10679,Alex Johnson
JOB-10680,Product Manager,Sales,Tokyo,2023-12-10,,92,18,12,4,11073.11,Recruiter,Filled,Candidate-10680,Taylor Davis
JOB-10681,Marketing Manager,Data,London,2023-09-29,2023-10-29,185,9,2,2,4061.52,Company Website,Filled,Candidate-10681,Alex Johnson
JOB-10682,HR Manager,HR,London,2024-07-17,2024-09-16,90,2,0,0,0.0,Referral,Filled,,Alex Johnson
JOB-10683,Software Engineer,Product,New York,2023-12-22,2024-03-14,159,12,11,5,9320.17,Referral,Filled,Candidate-10683,John Smith
JOB-10684,Data Scientist,Engineering,San Francisco,2024-06-26,,34,6,6,2,11143.14,LinkedIn,Filled,Candidate-10684,Alex Johnson
JOB-10685,Data Scientist,Sales,London,2023-07-12,2023-08-11,148,10,6,6,13965.64,Referral,Filled,Candidate-10685,Taylor Davis
JOB-10686,HR Manager,Product,Sydney,2023-05-05,2023-06-01,77,7,5,4,4665.09,Referral,Filled,Candidate-10686,John Smith
JOB-10687,Sales Executive,Engineering,San Francisco,2023-05-27,2023-06-22,45,1,1,1,6194.67,Job Board,Filled,Candidate-10687,Jane Doe
JOB-10688,HR Manager,Engineering,Tokyo,2024-05-17,2024-07-14,174,1,0,0,0.0,Company Website,Closed,,Jane Doe
JOB-10689,Data Scientist,Sales,Berlin,2023-11-10,2024-02-03,106,6,6,4,11308.63,Company Website,Filled,Candidate-10689,John Smith
JOB-10690,Data Scientist,Sales,London,2023-01-21,2023-03-14,97,9,2,0,0.0,Job Board,Filled,,Taylor Davis
JOB-10691,HR Manager,Data,Tokyo,2024-04-27,,130,18,12,4,9114.71,Job Board,Filled,Candidate-10691,Taylor Davis
JOB-10692,Data Scientist,Engineering,Sydney,2024-02-10,2024-02-24,83,12,3,3,4654.65,LinkedIn,Filled,Candidate-10692,Alex Johnson
JOB-10693,Product Manager,Sales,Tokyo,2024-08-17,2024-10-06,80,2,0,0,0.0,Referral,Filled,,Jane Doe
JOB-10694,HR Manager,Marketing,New York,2024-06-01,2024-06-20,82,12,3,3,13583.37,Job Board,Filled,Candidate-10694,Chris Lee
JOB-10695,Sales Executive,HR,New York,2023-06-11,,74,1,0,0,0.0,LinkedIn,Open,,Alex Johnson
JOB-10696,Product Manager,HR,Sydney,2024-08-18,2024-09-27,149,17,16,14,2483.84,Recruiter,Filled,Candidate-10696,John Smith
JOB-10697,Sales Executive,Product,New York,2023-04-08,,200,6,6,2,5464.28,Company Website,Filled,Candidate-10697,John Smith
JOB-10698,HR Manager,Marketing,Sydney,2023-03-19,2023-05-26,57,10,1,1,1866.1,Company Website,Filled,Candidate-10698,John Smith
JOB-10699,Product Manager,Product,Tokyo,2023-10-26,2023-11-17,47,1,0,0,0.0,Company Website,Closed,,Alex Johnson
JOB-10700,Product Manager,Marketing,New York,2023-02-02,2023-03-09,97,17,11,2,2838.7,Referral,Filled,Candidate-10700,John Smith
JOB-10701,HR Manager,Product,Berlin,2023-03-12,2023-06-01,55,2,0,0,0.0,Recruiter,Filled,,Alex Johnson
JOB-10702,HR Manager,Engineering,Berlin,2023-08-21,2023-08-31,66,1,0,0,0.0,Job Board,Open,,Taylor Davis
JOB-10703,Sales Executive,Marketing,Tokyo,2024-05-14,,94,4,2,1,7790.6,Referral,Filled,Candidate-10703,Jane Doe
JOB-10704,Marketing Manager,HR,London,2023-06-04,2023-07-05,183,32,4,0,0.0,Referral,Closed,,Morgan Brown
JOB-10705,Sales Executive,HR,New York,2024-01-04,2024-01-13,153,30,24,8,1470.44,Company Website,Filled,Candidate-10705,Chris Lee
JOB-10706,Sales Executive,HR,Tokyo,2025-01-01,2025-03-08,145,8,7,4,6537.46,Referral,Filled,Candidate-10706,Jane Doe
JOB-10707,Sales Executive,Marketing,Sydney,2024-11-11,2024-11-16,65,7,7,2,3679.76,LinkedIn,Filled,Candidate-10707,Chris Lee
JOB-10708,Sales Executive,Engineering,London,2023-09-15,2023-12-13,13,2,2,0,0.0,LinkedIn,Closed,,Alex Johnson
JOB-10709,Marketing Manager,Sales,San Francisco,2024-04-05,2024-04-30,56,1,0,0,0.0,Recruiter,Closed,,Taylor Davis
JOB-10710,Sales Executive,HR,Tokyo,2023-10-16,2024-01-01,172,4,0,0,0.0,Referral,Closed,,Chris Lee
JOB-10711,Product Manager,Data,Tokyo,2023-02-09,2023-03-22,56,1,0,0,0.0,Job Board,Filled,,Chris Lee
JOB-10712,Sales Executive,Sales,Tokyo,2024-07-11,2024-10-05,160,14,8,3,4779.28,Job Board,Filled,Candidate-10712,Morgan Brown
JOB-10713,Software Engineer,Data,Tokyo,2023-04-26,2023-06-16,80,12,6,4,2314.68,Referral,Filled,Candidate-10713,Morgan Brown
JOB-10714,Marketing Manager,Product,New York,2023-05-06,2023-07-27,179,33,1,1,3954.75,Recruiter,Filled,Candidate-10714,Jane Doe
JOB-10715,Sales Executive,HR,San Francisco,2023-08-03,2023-08-23,150,11,7,7,12054.5,Recruiter,Filled,Candidate-10715,Alex Johnson
JOB-10716,Software Engineer,Data,Sydney,2023-10-30,2024-01-04,182,36,16,6,14920.03,Recruiter,Filled,Candidate-10716,Morgan Brown
JOB-10717,Data Scientist,Engineering,Sydney,2023-02-09,2023-02-28,157,6,6,6,3390.67,Referral,Filled,Candidate-10717,John Smith
JOB-10718,Marketing Manager,Marketing,Sydney,2024-02-05,2024-03-04,71,13,10,4,2717.23,Recruiter,Filled,Candidate-10718,Chris Lee
JOB-10719,Software Engineer,Data,Tokyo,2023-04-13,,134,11,10,10,14551.97,LinkedIn,Filled,Candidate-10719,Jane Doe
JOB-10720,Data Scientist,Engineering,Tokyo,2024-12-10,2025-01-06,75,7,0,0,0.0,Company Website,Open,,Chris Lee
JOB-10721,Data Scientist,Data,Berlin,2023-09-15,2023-10-07,198,23,12,1,3358.16,Referral,Filled,Candidate-10721,Jane Doe
JOB-10722,Sales Executive,Data,San Francisco,2023-04-30,,54,1,0,0,0.0,LinkedIn,Filled,,Taylor Davis
JOB-10723,Product Manager,Sales,New York,2023-01-30,2023-04-30,123,13,9,3,8592.06,Job Board,Filled,Candidate-10723,Chris Lee
